TARGET,ID,age,prod_A,type_A,type_B,prod_B,turnover_A,turnover_B,lor_M
Y,23913,52,1,3,3,1,319.1994635,240.4198226,15
Y,23940,31,0,0,0,0,374.5072447,248.4198286,3
Y,23956,40,0,0,0,0,490.8874938,279.6396739,3
Y,24152,46,1,3,3,1,365.3769837,267.6716172,15
Y,24276,48,1,3,3,1,322.9848728,279.5109565,15
Y,24282,51,1,3,3,1,404.637672,277.4846718,15
Y,24285,29,1,3,3,1,463.2366774,218.111553,15
Y,24414,26,1,3,3,1,447.4344466,210.5438961,15
Y,24454,56,0,0,0,0,426.7091311,288.8439458,3
Y,24455,46,0,0,0,0,380.4532813,287.6653512,3
Y,24456,23,1,3,3,1,369.7379203,256.6944611,15
Y,24522,38,0,0,0,0,307.0195336,237.4388187,15
Y,24550,34,1,3,3,1,320.4022689,253.140659,39
Y,24558,63,0,0,3,1,374.1520187,844.8404054,15
Y,24569,25,0,0,0,0,443.8296886,270.1301655,3
Y,24605,59,0,0,3,1,303.1460536,267.0953997,39
Y,24610,58,0,0,0,0,489.4232826,228.4327788,15
Y,24767,53,0,0,0,0,371.9897563,252.8742729,3
Y,24866,44,1,3,3,1,448.2539313,293.0682052,15
Y,24944,47,0,0,0,0,301.7545283,270.4016436,15
Y,24952,33,1,3,3,1,354.7719926,315.9766413,51
Y,24995,40,1,3,3,1,438.7129454,267.9261909,39
Y,25009,39,1,3,3,1,302.0525967,221.8140192,39
Y,25076,24,1,3,3,1,436.4615718,235.2205446,15
Y,25084,32,1,3,3,1,325.9165583,208.3989252,15
Y,25128,27,0,0,0,0,389.3416216,253.2411188,3
Y,25188,36,1,3,3,1,303.9162264,213.5346083,15
Y,25203,40,0,0,0,0,440.809329,246.8992505,3
Y,25226,36,0,0,0,0,445.4342267,222.8480283,3
Y,25300,42,0,0,0,0,315.2930407,288.6209822,3
Y,25326,42,1,3,3,1,422.5295677,294.8706635,15
Y,25335,31,0,0,0,0,470.5380258,231.0753558,3
Y,25403,33,0,0,0,0,364.3531959,259.0099975,3
Y,25476,41,0,0,0,0,402.1932168,268.5702836,3
Y,25531,24,0,0,0,0,463.2624871,280.0885128,3
Y,25648,29,1,3,3,1,432.2199684,259.8002313,15
Y,25683,28,1,3,3,1,473.2584711,215.3103782,15
Y,25719,36,0,0,0,0,476.100659,224.2562836,3
Y,25765,28,0,0,0,0,362.9040366,244.3346002,3
Y,25767,55,1,3,3,1,389.5272611,249.9728483,15
Y,25774,33,0,0,0,0,387.2103792,254.7897882,3
Y,25864,43,0,0,0,0,498.2480914,275.6954131,3
Y,25878,30,1,3,3,1,380.7288844,270.8443801,15
Y,25890,47,1,3,6,1,333.9906144,211.9805418,27
Y,25891,30,0,0,0,0,416.5662367,247.1502,3
Y,25931,40,0,0,0,0,444.6468974,265.7482276,3
Y,25942,39,0,0,0,0,369.0628878,269.1351613,3
Y,26011,45,0,0,0,0,477.3801147,294.6982194,3
Y,26028,37,0,0,0,0,396.2640568,234.3982474,3
Y,26245,31,0,0,0,0,321.1707625,295.6410564,3
Y,26339,74,1,3,3,1,477.3462697,261.6646587,15
Y,26373,59,0,0,0,0,314.6199807,254.8398001,3
Y,26430,59,1,3,3,1,333.5851794,283.2985832,27
Y,26431,38,0,0,0,0,334.6646239,285.755522,3
Y,26482,44,1,3,3,1,367.3600797,273.0183193,27
Y,26523,25,0,0,0,0,315.5194451,205.8441995,3
Y,26574,55,1,3,3,1,340.4773075,249.4509498,15
Y,26589,32,1,3,3,1,430.4016086,305.9459542,39
Y,26603,51,0,0,0,0,381.2697019,272.4430924,3
Y,26646,40,0,0,0,0,449.9124669,250.1815413,3
Y,26647,38,0,0,0,0,486.8866868,234.0342148,3
Y,26690,79,0,0,0,0,329.126431,276.7102158,3
Y,26757,46,0,0,0,0,371.9693881,212.2053076,3
Y,26769,42,0,0,0,0,378.2808579,278.2120266,3
Y,26841,48,0,0,0,0,315.0563995,234.9456777,3
Y,26943,51,0,0,0,0,336.0706465,287.7799182,3
Y,27017,27,0,0,0,0,415.0895515,210.8596434,3
Y,27029,28,1,3,3,1,333.2469818,278.6413615,15
Y,27056,46,0,0,0,0,407.8494373,201.1061266,3
Y,27063,23,0,0,0,0,344.9708853,200.5094966,3
Y,27150,27,0,0,0,0,422.3694168,232.8016999,3
Y,27280,45,1,3,3,1,350.7641101,278.8465052,39
Y,27373,39,1,3,3,1,449.1562029,229.3883331,27
Y,27386,47,0,0,0,0,381.3009042,267.2005134,3
Y,27389,45,0,0,0,0,390.1610919,294.3297869,3
Y,27430,35,0,0,0,0,349.2947595,250.4358147,3
Y,27438,36,0,0,0,0,493.5018523,260.5705957,3
Y,27462,60,1,3,3,1,477.4685192,224.3833571,15
Y,27498,30,0,0,0,0,435.4546658,286.9865021,3
Y,27504,36,0,0,0,0,319.6113356,249.9423035,3
Y,27533,56,0,0,0,0,407.0908239,264.7242216,3
Y,27599,50,1,3,3,1,381.4886661,222.2852159,15
Y,27694,32,0,0,3,1,411.3044017,437.0184912,15
Y,27702,33,0,0,0,0,393.4445234,241.9224346,3
Y,27727,44,0,0,0,0,400.5338243,264.1435571,3
Y,27794,23,0,0,0,0,454.9432861,257.8799025,3
Y,27826,48,0,0,0,0,346.6678464,259.6041928,3
Y,27896,63,1,3,3,1,369.6117982,234.5686116,15
Y,27898,28,1,3,3,1,352.5168696,228.0130324,15
Y,27995,37,1,3,3,1,334.0784755,228.1478127,27
Y,28076,31,1,3,3,1,409.9183988,232.8393863,15
Y,28146,39,1,3,3,1,413.938503,251.2612655,39
Y,28208,51,0,0,0,0,394.7370887,217.5015882,3
Y,28256,29,1,3,3,1,376.3838695,257.9571499,15
Y,28292,50,1,3,3,1,412.5722111,230.1500367,15
Y,28304,52,1,3,3,1,479.0782571,228.783028,15
Y,28334,57,1,3,3,1,460.7098687,254.8824027,39
Y,28418,35,0,0,0,0,320.2770091,263.2642253,3
Y,28452,42,0,0,0,0,311.1527446,201.5742082,3
Y,28459,25,0,0,0,0,413.0434535,240.3052454,3
Y,28488,38,0,0,0,0,432.1429892,221.421672,3
Y,28512,36,1,3,3,1,351.795818,214.2369652,39
Y,28516,23,0,0,0,0,487.6996665,231.8594267,3
Y,28597,36,0,0,0,0,493.3084968,253.4704188,3
Y,28615,29,1,3,3,1,417.1575906,229.1621789,15
Y,28617,35,1,3,3,1,319.6794578,214.3718573,15
Y,28629,24,0,0,0,0,410.2493367,213.1973856,3
Y,28637,32,0,0,0,0,465.0652028,254.8424847,3
Y,28719,33,0,0,0,0,374.9557062,269.7640856,3
Y,28791,26,1,3,3,1,469.0619999,283.5364355,15
Y,28792,41,0,0,0,0,439.3768665,287.4785968,3
Y,28796,26,1,3,3,1,334.2385805,259.3317655,15
Y,29014,35,0,0,0,0,370.3374398,222.1008632,3
Y,29058,35,0,0,0,0,333.6680396,259.5922376,3
Y,29111,31,0,0,0,0,468.5128788,261.3272007,3
Y,29167,50,0,0,0,0,444.7153282,217.7106846,3
Y,29183,37,0,0,0,0,409.8698951,227.4240898,3
Y,29232,38,0,0,0,0,409.9087425,283.3633011,3
Y,29251,23,0,0,0,0,480.7768081,216.5494091,3
Y,29293,37,0,0,0,0,353.4353279,283.9826893,3
Y,29335,49,1,3,3,1,403.2334327,297.3126055,15
Y,29437,71,1,3,3,1,531.2642887,368.6661763,15
Y,29456,30,1,3,3,1,399.3290005,253.205439,15
Y,29468,48,0,0,0,0,454.1044548,263.753934,3
Y,29525,29,0,0,0,0,366.330922,213.9259597,3
Y,29537,43,1,3,3,1,406.3322584,266.7720325,27
Y,29541,49,0,0,0,0,467.0129697,263.3395085,3
Y,29635,35,0,0,0,0,411.7272526,207.6738314,3
Y,29645,47,1,3,3,1,326.5388156,219.6174263,39
Y,29692,31,0,0,0,0,371.147716,216.3456765,3
Y,29752,37,0,0,0,0,345.6952292,290.7612518,3
Y,29774,29,0,0,0,0,457.8526628,211.5044366,3
Y,29865,45,0,0,0,0,391.8942968,236.8568635,3
Y,29928,27,1,3,3,1,488.5915005,221.4322245,15
Y,29949,26,1,3,3,1,363.9638301,231.2028571,15
Y,29951,34,0,0,0,0,461.1069656,207.3203527,3
Y,30055,32,0,0,0,0,374.4854583,243.5083539,3
Y,30122,31,0,0,3,1,362.6759861,265.0904941,51
Y,30233,35,1,3,3,1,334.7369449,252.4229328,27
Y,30236,25,0,0,0,0,480.8632342,242.8892411,3
Y,30260,30,0,0,0,0,317.1086435,280.9432789,3
Y,30377,55,0,0,0,0,403.5884458,225.7564752,3
Y,30458,32,1,3,3,1,489.7367844,211.2598015,27
Y,30621,30,0,0,0,0,417.8015261,237.641694,3
Y,30681,30,1,3,3,1,425.9614499,258.1420896,15
Y,30701,37,0,0,0,0,330.3912364,263.0801918,3
Y,30793,26,1,3,3,1,392.7379752,290.8556138,15
Y,30819,32,0,0,0,0,443.1877394,250.4835475,15
Y,30946,51,0,0,0,0,370.8835844,279.583475,3
Y,30962,46,0,0,0,0,392.1544922,254.0042171,3
Y,30972,44,0,0,0,0,331.9859969,288.5616095,3
Y,31096,44,1,6,9,1,314.5193457,248.3164085,39
Y,31118,44,1,3,3,1,414.0618595,230.9563275,27
Y,31123,24,1,3,3,1,443.0532997,278.6820748,15
Y,31134,88,1,3,3,1,391.3274589,218.431626,15
Y,31199,30,0,0,0,0,479.2031368,242.481872,3
Y,31344,41,0,0,0,0,472.6640351,286.0962247,3
Y,31375,52,0,0,0,0,390.009401,263.3201477,3
Y,31390,27,1,3,3,1,327.214589,280.603442,15
Y,31412,23,0,0,0,0,452.4463202,272.6462791,3
Y,31465,45,1,3,3,1,419.0709219,267.8836638,27
Y,31513,35,0,0,0,0,364.3425858,277.2392445,3
Y,31528,31,0,0,0,0,484.5867347,267.1934548,3
Y,31536,23,0,0,0,0,308.0553559,242.3420096,3
Y,31674,34,0,0,0,0,359.6685675,234.3126915,3
Y,31681,43,1,3,3,1,334.8359644,248.1025534,15
Y,31729,64,0,0,0,0,488.8645037,269.0613657,3
Y,31764,23,0,0,0,0,414.0869642,236.6911267,3
Y,31833,57,1,3,3,1,392.4473419,323.7407115,27
Y,31856,27,0,0,0,0,325.7244225,252.2583813,3
Y,31861,39,0,0,0,0,354.6717002,290.6668005,3
Y,32026,61,1,3,3,1,488.6640221,343.8568968,15
Y,32099,33,0,0,0,0,421.5600583,239.8145949,3
Y,32128,35,0,0,0,0,424.9210878,227.5687225,3
Y,32191,54,1,3,3,1,402.7891252,274.5633356,15
Y,32214,56,1,3,3,1,466.742665,249.0176561,15
Y,32237,30,0,0,0,0,398.5161292,266.8770067,3
Y,32249,51,0,0,0,0,321.3285687,258.104946,3
Y,32373,37,0,0,3,1,423.2495887,218.8618567,39
Y,32417,32,0,0,0,0,475.6277073,288.3997774,3
Y,32631,43,1,3,3,1,339.365946,294.6561106,15
Y,32649,41,1,3,3,1,367.3622885,218.1237209,39
Y,32697,38,1,3,3,1,461.0010422,272.2510076,15
Y,32802,32,0,0,0,0,305.7379781,268.4358196,3
Y,32824,27,1,3,3,1,477.1002479,215.1475726,15
Y,32976,23,0,0,3,1,400.6431084,210.1233673,39
Y,32984,50,1,3,3,1,492.0900041,296.0610455,27
Y,33019,38,1,3,3,1,443.4553681,201.604321,27
Y,33049,53,0,0,0,0,303.369991,243.2274555,3
Y,33069,28,1,3,3,1,481.1618573,203.993527,15
Y,33263,51,0,0,6,1,438.6512632,364.0007309,51
Y,33276,34,0,0,0,0,371.2843497,219.736892,3
Y,33306,36,0,0,0,0,340.0422829,233.7760516,3
Y,33327,34,0,0,0,0,446.6515498,269.7973981,3
Y,33343,36,0,0,3,1,496.5590549,303.1369537,39
Y,33378,40,0,0,0,0,440.3542858,267.615577,3
Y,33420,33,0,0,0,0,443.15626,265.8627196,3
Y,33445,50,0,0,3,1,399.0179298,286.2218313,27
Y,33450,58,0,0,0,0,378.8884078,247.1571233,3
Y,33484,27,0,0,0,0,497.3189632,242.171107,3
Y,33549,44,1,3,6,1,399.1568732,1987.07798,27
Y,33597,23,1,3,3,1,393.5076383,274.8177904,27
Y,33631,26,1,3,3,1,491.1317955,269.8074372,15
Y,33640,49,1,3,3,1,370.5879018,298.9845431,15
Y,33647,30,0,0,3,1,447.807865,261.0263202,39
Y,33696,42,1,3,3,1,437.8180916,327.2770554,39
Y,33701,38,1,3,3,1,333.2995548,222.9493087,15
Y,33716,68,0,0,0,0,401.4156314,245.3722235,3
Y,33724,54,0,0,0,0,398.0906558,257.3410266,3
Y,33786,52,1,3,3,1,388.041281,259.7773096,15
Y,33814,66,1,3,3,1,378.9085739,233.0388639,15
Y,33880,31,0,0,0,0,334.9684841,270.1665614,3
Y,33902,50,0,0,0,0,377.7334537,262.0511055,3
Y,33940,24,0,0,3,1,342.0311584,296.0641882,51
Y,33950,25,1,3,3,1,369.2890591,282.6483635,15
Y,33956,29,1,3,3,1,472.6677127,247.3313089,15
Y,34075,74,0,0,3,1,313.4697346,270.5060012,27
Y,34130,25,1,3,3,1,437.8732564,294.7045366,15
Y,34221,27,1,3,3,1,480.2154474,249.5228814,15
Y,34294,31,0,0,0,0,348.6715818,264.054339,3
Y,34384,58,0,0,0,0,309.4133096,242.7870426,3
Y,34391,24,1,3,3,1,411.2214934,277.2861747,15
Y,34421,30,0,0,0,0,371.1949504,299.268342,3
Y,34428,34,0,0,0,0,381.4675104,206.6399542,3
Y,34446,23,1,3,3,1,481.3669995,211.8650783,15
Y,34572,26,1,3,3,1,373.7471829,234.1337004,15
Y,34626,24,0,0,0,0,308.23165,220.5031452,3
Y,34630,64,0,0,0,0,380.2120826,249.4858015,3
Y,34648,33,0,0,0,0,326.0973448,298.5673894,3
Y,34650,70,1,3,3,1,368.0459938,237.9707422,15
Y,34662,44,1,3,3,1,314.9361331,264.2219039,15
Y,34772,41,0,0,0,0,439.8096037,204.068487,3
Y,34784,34,0,0,0,0,422.7616076,263.6072345,3
Y,34842,27,1,3,3,1,316.7246677,239.7913295,27
Y,34883,58,1,3,3,1,428.4877709,264.1343762,27
Y,34893,42,0,0,0,0,418.719451,294.6322541,3
Y,34954,27,1,3,3,1,331.5603524,292.6375009,15
Y,34989,32,0,0,0,0,473.4207381,229.9421152,3
Y,35027,35,0,0,0,0,396.6041555,211.8766195,3
Y,35224,42,0,0,0,0,389.4273702,240.2230623,3
Y,35252,46,1,3,3,1,346.7522934,220.2427792,27
Y,35262,27,1,3,3,1,400.8956354,290.0858185,15
Y,35292,44,0,0,0,0,471.8387036,227.4596691,3
Y,35355,27,1,3,3,1,325.1561607,203.8886263,27
Y,35357,39,0,0,0,0,418.885199,258.018198,3
Y,35364,47,0,0,0,0,479.8960428,214.5575572,3
Y,35373,38,1,3,3,1,473.7083536,257.5477506,27
Y,35489,28,1,3,3,1,448.0330877,232.3877951,15
Y,35509,33,1,3,3,1,415.6564557,295.0181707,27
Y,35568,29,0,0,0,0,337.7988295,215.6719328,27
Y,35577,59,0,0,0,0,435.9940617,233.3413553,3
Y,35632,40,1,3,3,1,455.3969206,211.4860606,15
Y,35683,53,0,0,0,0,306.0214569,239.741059,3
Y,35717,28,1,3,3,1,354.9231947,227.4405882,15
Y,35748,32,1,3,3,1,390.2031527,237.2238932,15
Y,35773,24,0,0,0,0,479.6900195,207.5946237,3
Y,35796,36,1,3,3,1,375.2502926,288.7391688,27
Y,35862,65,0,0,0,0,484.0727386,250.2047211,3
Y,35940,35,1,3,3,1,318.0857916,241.3954811,27
Y,35979,32,0,0,0,0,474.2419556,265.2056116,3
Y,36003,39,0,0,0,0,452.1737387,275.9643907,3
Y,36019,23,0,0,0,0,474.4713922,225.4278751,3
Y,36021,28,1,3,3,1,312.5326267,269.3539077,15
Y,36121,35,0,0,0,0,471.8211795,290.6537846,3
Y,36162,35,0,0,0,0,410.618363,295.8681946,3
Y,36211,25,0,0,0,0,401.4826318,242.2293469,3
Y,36236,47,0,0,0,0,346.4647503,277.276925,3
Y,36247,28,1,3,3,1,307.1313948,207.0551098,27
Y,36265,29,1,3,3,1,496.5245525,257.7254691,15
Y,36292,30,0,0,3,1,346.2910273,296.933144,51
Y,36300,31,0,0,0,0,318.5043829,242.179059,3
Y,36375,27,1,3,3,1,470.7040075,237.1201073,15
Y,36400,44,1,3,3,1,335.2314503,230.8418668,27
Y,36475,23,1,3,3,1,339.6893456,218.1533732,27
Y,36500,38,0,0,0,0,448.9109065,203.6531026,3
Y,36678,23,0,0,0,0,351.0089342,241.8880248,3
Y,36788,33,0,0,0,0,324.4886409,208.0294504,3
Y,36842,46,0,0,0,0,487.9725193,222.9486642,3
Y,36931,31,1,3,3,1,302.0406274,201.6236365,15
Y,36999,48,0,0,0,0,345.7984376,272.4348641,3
Y,37132,31,0,0,0,0,338.9303954,282.8825269,3
Y,37134,51,1,3,3,1,451.8256483,219.2438943,15
Y,37179,40,0,0,3,1,415.0673636,447.2773979,39
Y,37262,39,0,0,0,0,491.6811684,246.4413947,3
Y,37319,30,0,0,0,0,320.0819809,270.2546873,3
Y,37434,33,0,0,3,1,429.8179067,201.9613257,39
Y,37439,36,1,3,3,1,371.657719,227.6977621,15
Y,37477,42,0,0,3,1,468.0136777,217.2340275,51
Y,37528,35,0,0,3,1,449.9686001,256.1053915,51
Y,37630,38,1,3,3,1,422.1409279,291.6403987,27
Y,37750,31,0,0,0,0,340.4615405,291.866044,3
Y,37927,29,1,3,3,1,418.0419955,234.0342163,15
Y,38035,64,1,6,6,1,317.8010037,251.1584825,15
Y,38069,28,0,0,0,0,499.0479562,229.861643,3
Y,38089,38,0,0,0,0,307.8402577,282.7313023,3
Y,38103,23,1,3,3,1,314.9244644,254.9478619,27
Y,38112,36,0,0,0,0,450.3608244,299.0750124,3
Y,38121,40,0,0,0,0,426.8670897,217.542031,3
Y,38213,23,0,0,0,0,413.7010352,220.604037,3
Y,38277,38,1,3,3,1,327.3557573,241.3485771,39
Y,38307,44,1,3,3,1,492.0631338,293.172592,27
Y,38512,40,0,0,0,0,487.1649522,243.4583292,3
Y,38526,55,0,0,0,0,477.1473001,264.3768094,3
Y,38593,26,1,3,3,1,396.7995007,243.0570933,15
Y,38606,45,0,0,3,1,339.0388526,243.3167439,39
Y,38624,35,1,3,3,1,373.2929606,270.5151532,15
Y,38648,27,0,0,0,0,435.9265347,260.6079585,3
Y,38675,28,1,3,3,1,452.8575045,241.9489965,15
Y,38680,29,1,3,3,1,449.0564079,231.0648416,15
Y,38681,34,0,0,0,0,496.0466802,281.5583325,3
Y,38742,28,1,3,3,1,365.6833155,235.388363,15
Y,38803,25,0,0,0,0,307.1054716,212.9814893,3
Y,38806,35,0,0,0,0,372.331165,283.525808,3
Y,38824,49,0,0,0,0,300.4438242,238.6531001,3
Y,38885,33,1,3,3,1,340.4540787,201.5657736,27
Y,38933,25,1,3,3,1,391.6137705,243.0989213,15
Y,38960,48,1,3,3,1,372.0469081,206.9000617,15
Y,38982,89,1,3,3,1,302.297637,233.2664598,27
Y,38987,42,0,0,0,0,489.6666966,228.0190697,3
Y,39109,28,1,3,3,1,504.5410805,314.6944229,27
Y,39130,54,0,0,0,0,370.090312,297.3721921,3
Y,39144,29,1,3,3,1,387.789387,268.0892961,27
Y,39182,34,1,3,3,1,434.3358379,214.2255354,15
Y,39309,23,0,0,0,0,320.0686519,236.7878307,3
Y,39368,34,0,0,0,0,446.7282502,241.568466,3
Y,39371,40,0,0,0,0,371.2693083,276.208977,3
Y,39402,65,1,3,3,1,427.1480672,243.6987778,15
Y,39450,27,0,0,0,0,469.8912934,205.9426142,3
Y,39476,30,0,0,3,1,359.8861584,201.1184414,15
Y,39519,32,1,3,3,1,497.5707549,406.8671388,27
Y,39537,53,1,3,3,1,358.3734277,222.9365552,15
Y,39551,49,1,3,3,1,433.2879761,247.4659723,27
Y,39598,30,1,3,3,1,462.5086093,292.490088,15
Y,39640,37,0,0,0,0,478.6432548,223.6403921,3
Y,39667,41,1,3,3,1,485.832925,224.4598437,39
Y,39753,43,0,0,0,0,409.2430051,220.4378792,3
Y,39765,50,0,0,3,1,336.1325561,685.1558357,27
Y,39782,52,0,0,0,0,497.4222633,262.5961528,3
Y,39914,39,0,0,0,0,362.4104775,246.9956378,3
Y,39920,46,0,0,3,1,428.2478126,237.6297525,27
Y,39955,61,1,3,3,1,445.9874953,280.4349609,15
Y,39958,35,1,3,3,1,360.6122616,252.8553127,15
Y,39989,46,0,0,0,0,482.8160368,251.1346895,3
Y,39994,44,0,0,0,0,490.0396355,294.3515628,3
Y,40020,25,1,3,3,1,393.202349,202.5244755,15
Y,40026,27,0,0,0,0,429.1436825,215.8441211,3
Y,40116,24,1,3,3,1,404.9047072,234.0073554,15
Y,40272,35,1,3,3,1,336.2537003,265.4890622,27
Y,40466,56,1,3,3,1,389.9850098,232.0810106,15
Y,40501,41,0,0,0,0,360.9418054,259.0720987,3
Y,40553,33,0,0,0,0,494.7858809,299.4334045,3
Y,40631,40,0,0,0,0,474.9320674,235.661474,3
Y,40695,58,0,0,0,0,424.1161036,261.2601744,3
Y,40698,36,0,0,0,0,347.2221191,292.2167598,3
Y,40718,32,0,0,0,0,483.7915801,246.6337238,3
Y,40833,49,0,0,0,0,491.7757927,270.7680833,3
Y,40903,72,0,0,0,0,445.052434,229.6075945,3
Y,40908,23,1,3,3,1,421.1197108,217.7834465,15
Y,40956,50,0,0,0,0,490.8857235,218.2586434,3
Y,41016,42,0,0,0,0,358.195988,221.715528,3
Y,41108,64,0,0,3,1,398.9988592,658.4061823,15
Y,41254,30,1,3,3,1,430.4968268,269.3971264,15
Y,41304,53,1,3,6,1,449.4068248,1207.909481,27
Y,41313,32,1,3,3,1,481.6529824,280.127279,15
Y,41327,49,0,0,0,0,307.4851965,269.0067588,3
Y,41405,44,0,0,0,0,342.2782674,295.4804185,3
Y,41477,27,0,0,0,0,466.8767967,237.3596972,3
Y,41587,29,0,0,0,0,449.5428747,241.2403132,3
Y,41595,40,0,0,0,0,404.4222223,209.9469443,3
Y,41726,50,0,0,0,0,444.5940997,236.1872573,3
Y,41750,32,0,0,0,0,419.4109193,262.760007,3
Y,41782,41,0,0,0,0,409.8357695,246.3846404,3
Y,41825,44,0,0,0,0,408.6947806,283.6070485,3
Y,41963,32,1,3,3,1,364.3949971,240.7432302,27
Y,42067,28,0,0,0,0,436.7384171,265.0189107,3
Y,42084,35,0,0,0,0,349.0870132,237.4188143,3
Y,42127,35,1,3,3,1,469.5290024,291.6545938,15
Y,42130,38,0,0,0,0,395.7316578,247.5704573,3
Y,42173,37,1,3,6,1,411.2372142,5270.99001,27
Y,42207,43,1,3,3,1,374.9543426,268.0519151,39
Y,42208,40,0,0,0,0,484.5531523,202.6262567,3
Y,42216,46,1,3,3,1,426.2262929,258.9286914,15
Y,42224,33,0,0,0,0,404.3923784,265.2534058,3
Y,42282,27,1,3,3,1,428.1305681,210.7272973,15
Y,42305,23,0,0,0,0,312.3723989,203.3460098,3
Y,42339,63,1,3,3,1,512.7175233,226.6762363,27
Y,42343,45,1,3,3,1,348.929702,225.8904194,39
Y,42425,32,1,3,3,1,367.2731066,244.399022,27
Y,42487,47,1,3,3,1,389.6438046,253.7613672,15
Y,42551,46,1,3,3,1,374.9754242,228.5573367,15
Y,42595,27,0,0,0,0,419.2854125,294.7251588,3
Y,42597,70,0,0,0,0,387.8704122,238.0510706,3
Y,42698,40,0,0,0,0,392.7639277,275.2662075,3
Y,42700,45,0,0,0,0,389.5071862,208.7047785,3
Y,42702,30,0,0,0,0,340.5553288,259.6784141,3
Y,42704,91,0,0,0,0,434.4545213,204.4103118,3
Y,42785,37,0,0,0,0,402.7465226,209.310742,3
Y,42806,46,1,3,3,1,510.9798405,256.389289,15
Y,42924,37,0,0,3,1,416.0913482,210.2839367,39
Y,42969,23,0,0,0,0,414.4274849,242.2506531,3
Y,43021,25,0,0,0,0,359.8638115,271.1880727,3
Y,43087,35,1,3,3,1,379.0696073,225.3572569,15
Y,43130,32,0,0,0,0,441.3716626,294.2339654,3
Y,43150,25,0,0,0,0,397.0426619,257.0148147,3
Y,43242,28,1,3,3,1,391.1866845,266.7942709,15
Y,43309,40,1,3,3,1,486.0718378,295.1079998,27
Y,43361,46,1,3,3,1,470.0401847,239.2965893,15
Y,43525,39,0,0,0,0,378.9707684,201.4122772,3
Y,43538,49,1,3,3,1,491.8044608,293.2868219,27
Y,43555,50,1,3,3,1,319.5385135,269.449095,27
Y,43602,25,1,3,3,1,348.0837262,245.7085201,15
Y,43621,49,1,3,3,1,380.4202549,206.3764406,15
Y,43632,28,0,0,0,0,452.038336,212.3463362,3
Y,43711,51,1,3,3,1,323.7541784,296.043815,15
Y,43744,26,0,0,0,0,487.0564962,240.7060777,3
Y,43916,27,0,0,0,0,375.712334,249.7153389,3
Y,43931,32,1,3,3,1,388.3030218,246.3235169,27
Y,44026,25,0,0,0,0,444.4272568,231.0937692,3
Y,44096,26,0,0,0,0,423.0828839,271.1023833,3
Y,44117,34,0,0,0,0,309.2260521,275.9301028,3
Y,44129,36,1,3,3,1,487.8231481,218.0477984,15
Y,44141,43,0,0,3,1,359.5658699,241.8817908,27
Y,44150,26,0,0,0,0,353.2831702,282.5822562,3
Y,44194,49,0,0,0,0,398.6688631,290.9248049,3
Y,44213,52,1,3,3,1,424.8513892,264.3413153,15
Y,44240,32,1,3,3,1,415.0541663,266.0519825,15
Y,44248,32,0,0,0,0,457.0227953,203.773482,15
Y,44312,38,0,0,0,0,482.2205502,292.1471199,3
Y,44355,28,1,3,3,1,339.1504605,297.3356504,15
Y,44359,42,0,0,0,0,476.8038068,236.0590939,3
Y,44363,38,0,0,0,0,352.1161373,285.2833974,3
Y,44405,27,0,0,0,0,353.5144735,233.789528,3
Y,44433,40,0,0,0,0,388.8813626,281.7146821,3
Y,44480,40,0,0,0,0,386.0931123,269.0647797,3
Y,44524,32,0,0,3,1,478.5418812,281.5502843,51
Y,44554,49,1,3,3,1,309.9902658,231.6683522,27
Y,44582,50,0,0,0,0,471.4596936,249.0457498,3
Y,44641,38,0,0,0,0,318.283623,240.9233593,3
Y,44717,60,0,0,0,0,498.4974289,277.5070222,3
Y,44824,28,0,0,0,0,331.2648367,258.2982165,3
Y,44846,36,0,0,0,0,371.1854874,247.0907081,3
Y,44851,35,0,0,0,0,417.9975005,233.3517639,3
Y,44960,30,1,3,3,1,451.1892591,202.0441569,15
Y,45027,33,0,0,0,0,342.9591099,235.7164997,3
Y,45056,59,0,0,0,0,375.5898746,274.0467008,3
Y,45057,36,0,0,0,0,465.4650475,200.1401119,3
Y,45063,29,1,3,3,1,493.4817089,225.3309334,15
Y,45073,42,1,3,3,1,408.6653414,193.4583447,27
Y,45092,29,1,3,3,1,344.9972193,296.6960698,15
Y,45113,25,0,0,0,0,482.73589,212.8399951,3
Y,45144,56,0,0,0,0,478.0418202,272.030991,3
Y,45168,28,0,0,0,0,473.076434,206.0481623,3
Y,45184,33,0,0,0,0,444.1100352,248.5106173,3
Y,45236,48,0,0,0,0,408.1149941,274.2761474,3
Y,45283,28,0,0,0,0,350.4018008,299.9974572,3
Y,45309,43,0,0,0,0,376.296796,256.1433801,3
Y,45346,32,0,0,0,0,332.6216057,232.7362258,3
Y,45358,38,0,0,0,0,313.0880344,224.0673237,3
Y,45364,31,0,0,0,0,449.3628873,263.3418265,3
Y,45370,23,0,0,0,0,440.3199457,258.2799758,3
Y,45451,39,0,0,0,0,426.5878989,274.321854,3
Y,45467,59,0,0,0,0,389.6767461,265.7979597,3
Y,45477,30,0,0,0,0,419.1521939,271.2573969,3
Y,45570,32,0,0,3,1,425.5534318,237.3893311,63
Y,45649,34,1,3,3,1,447.416337,240.7280521,15
Y,45706,49,1,3,3,1,382.9458668,288.554755,15
Y,45737,51,1,3,3,1,402.4555507,206.0157844,15
Y,45889,37,0,0,0,0,487.0481568,202.6693406,3
